SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,Hotttnesss,TimeSignature,TimeSignatureConfidence,Title,Year
4820,"SOLGHDZ12AB0183B11",449471,"Holy Roller Novocaine","ARF2EHS1187B994F4E",36.16778,"Nashville Tennessee",-86.77836,"Kings Of Leon",0.0,187.92444,0,0.612,116.823,0.685940226698,4,0.347,"Wicker Chair",2003
6859,"SOUUKDE12AB018956E",563784,"King Of The Cowboys","ARHK7A51187FB411D8",40.58751,"Redding CA",-122.39293,"Roy Rogers",0.0,158.01424,10,0.412,115.319,nan,4,0.0,"Ride Ranger Ride",0
1186,"SOKWINH12A8C136EA1",154721,"Collection Disques Pathé","ARJIE2Y1187B994AB7",nan,"",nan,"Line Renaud",0.0,171.17995,1,0.655,92.905,nan,4,0.552,"Dis_ Oh Dis (Everybody Loves A Lover)",0
4205,"SOLOWOD12AB0180EB5",627746,"Take Me With You","ARKZT1W1187FB54EEA",37.27188,"Alta Dena CA",-119.27023,"Marilyn Scott",0.0,245.62893,6,0.369,110.226,0.0,4,0.79,"Take Me With You",1995
6964,"SOEJUVY12A8C135C4A",143958,"The Kingdom","AR2H1J41187FB5C640",nan,"Los Angeles California",nan,"Danny Elfman",0.0,269.7922,3,0.324,85.807,nan,5,1.0,"The Kingdom - Titles",2007
7081,"SOFICXV12A6D4F84D5",32887,"Todd Smith","ARNHMFD1187FB3B3F6",40.72023,"Bayshore Long Island NY",-73.24922,"LL Cool J / Freeway",0.0,264.48934,1,0.367,50.51,0.41373983586,1,0.0,"What You Want",2006
7666,"SOERLWC12AB0187445",585025,"20 Secretos De Amor - Los Iracundos","ARYN8YT1187FB38396",nan,"",nan,"Los Iracundos",0.0,149.36771,1,0.661,125.717,nan,1,0.0,"La Bambola",0
3868,"SOENDEG12AB01887F5",420152,"Reggae Anthology: Joe Gibbs - Scorchers From The Mighty Two","ARUBX2Y1187B99CD25",nan,"",nan,"Tyrone Taylor",0.0,161.61914,11,0.332,102.637,0.0,5,1.0,"Heavy Waist Line",0
9380,"SOBWEDN12AB0189E3B",673681,"This Is How It Goes","AR813LR1187FB3F83A",nan,"",nan,"Goldfish",0.0,432.14322,0,0.067,128.004,nan,5,0.841,"This is How It Goes (Timmy Trumpet Remix)",0
640,"SOYKMPM12AB0188163",573739,"Pleasure Island 2001","ARD3ICK1187B9A56C9",nan,"",nan,"Jimmy Riley",0.0,215.24853,1,0.33,159.96,nan,4,0.0,"Amaze",0
644,"SOHCGST12AB0185F64",714373,"Wurzeln & Flügel","ARGDY4Y1187B9A334F",nan,"",nan,"Pyranja",0.0,60.55138,11,0.046,96.264,0.215080318509,3,0.934,"Anfang Vom Ende",2003
2562,"SOBYJFO12A8C1365DD",291636,"L.A. Confidential","ARM0RY81187B9AF248",34.05349,"Los Angeles CA",-118.24532,"Jerry Goldsmith",0.0,110.70649,5,0.342,130.908,nan,4,0.606,"The Keys",1997
6582,"SORMWFU12AB0185891",495943,"Hold That Train","ARZ05QG1187FB3843E",31.55379,"Monticello MS",-90.10785,"Byther Smith",0.0,269.7922,0,0.706,94.554,0.535575222297,3,0.661,"So Unhappy",2004
787,"SOUEARP12A58A7D643",600381,"This Is Love","ARX2R5A1187FB5B85B",33.74831,"Joliet IL &amp; Atlanta GA",-84.39111,"Ann Nesby",0.0,243.01669,11,0.863,88.008,0.265861049211,4,0.292,"Tables Turn",0
8399,"SOQSCFU12A8C13DAC3",220069,"The Night Before Christmas 2","AR2F4501187FB3EC2E",nan,"Minneapolis/St. Paul MN",nan,"Sounds Of Blackness",0.0,235.65016,1,0.486,152.017,nan,4,0.86,"Silent Night (Featuring Geoffrey Jones_ Terrence "T-Bone" Frierson_ Billy Steele)",0
7358,"SOLWWCO12A58A77015",69254,"Lost and Found","AROUOZZ1187B9ABE51",40.79195,"New York NY [Spanish Harlem]",-73.94512,"Willie Bobo",0.0,416.44363,1,0.587,147.055,0.255070001544,1,0.0,"A Little Tear",0
5827,"SOAECMT12AB0183897",696269,"Collection de chansons rares des groupes des années 60 Volume 1","ARRESZG1187B9A3FBF",nan,"",nan,"Les Hou-Lops",0.0,150.46485,2,0.668,111.555,nan,4,0.899,"Hold me",0
5379,"SODIRMS12A8C140C52",701622,"Carrier Track","ARSBZSV1187B989B86",nan,"",nan,"Stress Assassin",0.0,229.53751,0,0.0,163.725,0.212045405484,7,0.365,"EU A4",2003
3915,"SOVPWRB12A6D4FB0C3",226440,"Dr. Elmo Sings The Boo's","AR45KNL1187B992E53",37.77916,"California - SF",-122.42005,"Dr. Elmo",0.0,151.84934,9,0.474,65.637,0.0,4,0.891,"Happy Halloween Anniversary",0
6118,"SODDUCR12A58A7756F",13393,"Marshall Crenshaw","AR2MD2P1187FB5B328",nan,"Detroit",nan,"Marshall Crenshaw",0.0,95.86893,8,0.853,162.653,0.270775998946,4,1.0,"Rave On (Live 1982)",2000
6849,"SOWEZBD12A6D4F8143",691749,"Second Skin","AR4C6V01187FB3BAF4",39.55792,"Portugal",-7.84481,"Moonspell",0.0,313.46893,1,0.648,120.064,0.693149740056,4,0.952,"Sacred",1997
5312,"SOGMWOY12AB017FA59",744095,"Portals","ARVXKTV1187FB44139",36.97402,"Santa Cruz CA",-122.03095,"Arsonists Get All The Girls",0.0,240.92689,1,0.506,129.824,0.73147335705,3,0.595,"Violence in Fluid Triceratops",2009
1664,"SONHTWP12A8C142744",425865,"Manolis Famellos & I Podilates + 5 Anekdota Tragoudia","ARRCDBV12454A42B90",nan,"",nan,"Manolis Famellos & I Podilates",0.0,162.58567,0,0.01,94.301,nan,3,0.912,"Vals '89",0
8502,"SOONLCB12AB0186303",422480,"20 Años En Vivo","ARW70HR1187B9A358C",nan,"Merida Mexico",nan,"Aleks Syntek",0.0,223.97342,3,0.305,127.969,nan,4,0.487,"In My Arms (Live Auditorio Nacional 08)",0
435,"SOLKQVW12A6D4F69AB",29255,"Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII","ARLZ3CF1187B98BD56",37.77916,"San Francisco CA",-122.42005,"Daryl Coley",0.0,352.88771,0,0.825,85.563,nan,5,0.317,"Standing On The Promises (Palmore) (Beyond The Veil Album Version)",0
9534,"SOWOWTL12A6D4F9EB9",123609,"1964","ARW3V6T1187B9ACAC4",48.39023,"Brest France",-4.48622,"Miossec",0.0,225.90649,2,0.613,89.013,nan,3,0.706,"Désolé Pour La Poussière",2004
3536,"SOUXPIR12A81C21E21",131960,"12 Grandes exitos Vol. 1","ARO1NHM1187B9B9D27",nan,"",nan,"Los Solitarios",0.0,179.56526,4,0.427,129.493,0.0,1,0.0,"Amor que terminó",0
2462,"SOTSHSN12AC3DF4046",775675,"Greatest Features","AR9788H1187B9A05D1",39.95227,"Philadelphia PA",-75.16237,"Jedi Mind Tricks",0.0,205.06077,11,0.626,96.054,nan,4,0.617,"Silence",0
1397,"SOORPUL12A58A7A6E7",528599,"Vol. 3: The Subliminal Verses [Special Package]","AR0KBXO1187B996460",41.58979,"Des Moines Iowa",-93.61566,"Slipknot",0.0,297.53424,7,0.569,122.865,nan,1,0.0,"Three Nil (live) (Album Version)",0
777,"SOFNHOT12A6D4FB296",64463,"Dream","ARHTRR71187B98F305",nan,"",nan,"Michelle Tumes",0.0,232.22812,5,0.676,120.028,0.0,4,0.701,"Love Shines Through  (Dream Album Version)",0
4169,"SOZKTRT12A58A7CF13",609331,"Larger Than Life","AR5RA3W1187B9B4A22",nan,"",nan,"Pepe Kalle",0.0,369.52771,7,0.789,140.269,nan,4,0.84,"Roger Milla",2005
3926,"SONSHOY12A8C13E81D",114557,"Music From Graffiti Bridge","ARZQ7QA1187B9AD08B",nan,"Minneapolis MN",nan,"Prince & Tevin Campbell",0.0,235.78077,7,0.432,107.469,0.430160637018,4,0.965,"Round and Round ( LP Version )",0
1447,"SOCGTRV12AAA15DE67",431228,"My Suitcase Is Always Packed","ARCH7RE1187FB5B1B9",30.22032,"Lafayette/Baton Rouge LA",-92.01705,"Red Stick Ramblers",0.0,194.0371,2,0.773,101.235,0.0,1,0.0,"Why_ Now Baby?",2000
2487,"SOEMYLB12AB0182CFA",552858,"Miao......","AR126G61187B9B88A6",nan,"",nan,"Candy Lo",0.0,244.03546,0,0.569,235.903,nan,7,1.0,"Ji Nian Pin",0
7105,"SOJYWZM12A8C13D52A",110009,"The Dusty Foot On The Road","ARJCOPY1187FB5C315",nan,"Mogadishu Somalia",nan,"K'Naan",0.0,213.13261,3,0.0,100.567,0.4830645596,3,0.082,"Is It A Myth?",2007
2811,"SOBXFLQ12A6D4F3578",83355,"Que Todo Mexico Se Entere","ARPPTNG11F50C482A3",nan,"",nan,"Mercedes Castro",0.0,129.74975,3,0.791,129.354,nan,1,0.0,"El Cara Bonita",0
3831,"SODGRKA12A8C1436EB",610859,"Go To Hell","ARE33S11187B9A0904",nan,"",nan,"Sick On The Bus",0.0,178.65098,7,0.0,181.573,0.215080318509,4,0.575,"Who R Ya",2002
8460,"SOFJOVY12A8AE45ABB",279403,"Christina Aguilera/Stripped","AR0S7TA1187FB4D024",nan,"",nan,"Christina Aguilera",0.0,229.53751,5,0.264,139.629,0.661648181859,5,0.684,"Cruz",2002
282,"SOEWNIU12A58A7B68B",476209,"Set Free - The Definitive Edition","ARVQTZP1187FB40283",37.77916,"California - SF",-122.42005,"Constance Demby",0.0,285.75302,4,0.523,153.942,0.0,7,0.186,"Moving On",1989
1945,"SOWPUQN12A6D4F8821",53595,"Country Music Hall Of Fame Series: Grandpa Jones","ARQ91R31187FB38A88",37.82245,"Niagra KY",-85.69091,"Grandpa Jones",0.0,158.71955,9,1.0,65.93,0.378686388845,1,0.0,"Falling Leaves",1995
6851,"SOQGFFB12A6D4F9C7F",51330,"Jackpot !","ARKJHKX1187FB5AEE5",nan,"Lafayette LA",nan,"Buckwheat Zydeco",0.0,416.23465,0,0.024,124.325,nan,3,1.0,"Buck's Going Downtown (Album Version)",0
9555,"SOIPZVD12AB0186501",673446,"Nervous Nitelife: Tom Stephan","ARC39PE1187B9B2C01",nan,"",nan,"Bingo Players",0.0,171.49342,1,0.44,128.013,nan,4,0.525,"Get Up (Diplo Mix)",0
1277,"SOLIBHA12AB018800D",513353,"What Can I Say","ARV4BPJ1187B99C978",34.02791,"Broken Bow OK",-94.73954,"Gail Davies",0.0,192.96608,9,0.094,127.494,nan,4,0.0,"Following You Around (Album Version)",0
4293,"SOBTQJS12AB017E85E",345231,"The Very Best of Gregory Isaacs Gold","AR57Z841187B9B7D7D",nan,"Kingston Jamaica",nan,"Gregory Isaacs",0.0,216.5024,5,0.51,138.356,nan,4,0.338,"Out Deh",2001
2892,"SOVWNAS12A8C130573",283030,"This Is Ty Herndon:  Greatest Hits","ART09111187FB5BF48",32.36503,"Meridian MS",-88.70307,"Ty Herndon;Stephanie Bentley",0.0,295.3922,10,0.782,74.166,0.405115721691,5,0.785,"Heart Half Empty",0
1442,"SOKWNWI12A8C13383F",425558,"Greatest Hits","ARVJVFF1187B9B40D6",40.7174,"Jersey City NJ",-74.04323,"Al Di Meola",0.0,114.07628,9,0.739,75.11,0.489038209173,1,0.0,"Bianca's Midnight Lullaby",1980
6418,"SOIXLZQ12AB018CE35",711606,"Perlen...","ARE08BN1187B98FCA3",nan,"",nan,"Der Plan",0.0,153.59955,11,0.33,119.317,0.360370582712,4,0.5,"Alte Pizza",1988
9944,"SOIWZKY12AB0183F0D",453672,"Yolandita Monge Selected Hits Vol. 1","ARDG9I21187FB35FF3",nan,"",nan,"Yolandita Monge",0.0,214.49098,1,0.047,110.599,nan,4,0.171,"Cierra Los Ojos Y Juntos Recordemos - Original",0
3644,"SOHYLEY12A8C13F20D",223784,"Todo Chichos","AR2PT4M1187FB55B1A",nan,"",nan,"Los Chichos",0.0,212.53179,4,0.0,100.232,0.266955186276,4,0.728,"Porque Nos Queremos",1987
4370,"SOMUULD12A6D4FBB30",177206,"Rio","AR1LQNB1187B9A6AE5",nan,"",nan,"La Portuaria",0.0,224.91383,7,0.368,122.026,0.349166902125,4,1.0,"Hasta El Final",2005
4806,"SOMCCPJ12A8C142B6B",380099,"STRATA","AR4IWYN1187FB47DF6",37.28848,"Campbell CA",-121.94486,"Strata",0.0,377.67791,2,0.656,109.671,0.0,5,0.824,"Part One From Triomusic",2004
4991,"SOSSNMA12A81C228AB",179898,"A Pagan Storm","AREC9D21187FB3A3D5",nan,"",nan,"Wolfchant",0.0,208.56118,8,0.623,210.032,0.610174540477,4,0.0,"Guardians Of The Forest",2007
5252,"SOXQVZC12A8C13C5D9",307580,"Unplugged","AR52EZT1187B9900BF",40.8079,"Harlem New York",-73.9454,"Alicia Keys",0.0,244.45342,6,0.649,74.078,0.623448448822,7,1.0,"If I Was Your Woman",2005
2383,"SOXHGFE12AAF3B1DC8",589751,"Lala Song The Remixes","AR03BDP1187FB5B324",34.05349,"Kentwood LA; Los Angeles CA",-118.24532,"Bob Sinclar",0.0,342.69995,4,0.281,127.932,nan,3,0.454,"Lala Song (Matesi DJ "Silverstatix"remix",0
5724,"SOZUSPS12AB018DD52",719172,"Industrial Panorama","AR2D0XK1187B98EC4A",nan,"",nan,"Johnny Pearson",0.0,105.92608,8,0.252,107.93,nan,4,0.0,"Running Sabotage",0
2036,"SOMPGSD12A58A7F840",128139,"The Anatomy Of","AR7GUNF1187B990CCF",35.2225,"Charlotte NC",-80.83754,"Between The Buried And Me",0.0,295.28771,4,0.772,89.485,0.769201428802,4,0.801,"Kickstart My Heart (Album Version)",2006
3655,"SOAMJUS12A8C13446A",148614,"Gravity","AROPC1B1187FB567E3",nan,"",nan,"Out Of The Grey",0.0,225.95873,7,0.528,87.76,0.445454525493,7,0.285,"Dreaming Of April",1995
1950,"SOFVEWB12AC4689917",597520,"Inspirational Journey","ARAPH9U1187B9B34F0",nan,"Marshville NC",nan,"Randy Travis",0.0,228.75383,11,0.979,99.141,nan,4,0.313,"I Am Going (Album Version)",0
4776,"SOOGFBZ12AC3DF7FF2",730551,"Pieces Of Time","ARDD1RC1187B9B52B4",nan,"",nan,"Jacob Young",0.0,456.30649,1,0.611,89.667,0.0,4,0.747,"In A Subtle Way",0
8094,"SOBPIUW12AB01818FB",645968,"Nerosubianco Original Soundtrack","AR08YJF1187B9B2D59",nan,"Florida",nan,"The Freedom",0.0,257.82812,7,0.93,108.634,nan,4,0.691,"Born Again",0
7700,"SOMLVRX12AB0189DCE",715143,"Before & After","AR6C6VO1187FB4E267",35.14968,"Memphis TN",-90.04892,"Tora Tora",0.0,248.16281,7,0.0,110.494,0.300172625724,1,0.0,"That's Not the Way Love's Supposed to Be",0
2297,"SODHAHY12A58A8024A",271107,"HEP CAT BABY","AR14CJ91187FB3A994",35.52069,"Madisonville TN",-84.36354,"Eddy Arnold",0.0,159.58159,5,0.673,100.932,nan,5,0.995,"I´m Throwing Rice",0
7897,"SOEDZFJ12A8C1370AE",250871,"Zen Peace","ARFEV5S1187B99F2EA",56.95468,"Canada",-98.30897,"Aeoliah",0.0,233.45587,5,0.674,134.496,nan,1,0.0,"Inner Chamber",0
4272,"SOKHAHZ12A8C138045",297586,"Unforgettable: With Love","ARBM4TC1187FB5CE98",nan,"Los Angeles CA",nan,"Natalie Cole",0.0,154.61832,8,0.31,118.222,0.585579081707,4,1.0,"Don't Get Around Much Anymore",1991
3146,"SOPRVWD12A8C13A711",210431,"Trexe","ARIJ7MR1187B9B484E",nan,"",nan,"Peggy Zina",0.0,217.33832,8,0.397,131.991,nan,4,0.089,"Alli Mia Fora",0
5270,"SOCDZDT12A6D4F8F73",29026,"These Foolish Things","ARIZODP1187B9AD272",54.89814,"Washington England",-1.53179,"Bryan Ferry",0.0,253.12608,4,0.223,116.36,0.407233014901,4,0.863,"Don't Worry Baby (1999 Digital Remaster)",1973
1884,"SOTMRFA12AB0181590",539472,"My Cup Runneth Over","ARYT3BY1187B98C20E",42.4266,"Malden MA",-71.07352,"Ed Ames",0.0,132.93669,2,0.668,127.408,nan,3,0.905,"Our Love Is A Living Thing",0
5588,"SOLZFRY12A8C13BDF3",164708,"The Torture Papers","ARZRTZT124549A402A",nan,"",nan,"Army of the Pharoahs",0.0,129.69751,10,0.27,92.236,nan,4,0.775,"Narrow Grave",0
8264,"SOWPJTG12AB01878C0",567051,"I Feel So Good_ The 1951-54 J.O.B.Sessions","AR58SJE1187B9A8E4C",31.55379,"Monticello MS",-90.10785,"J.B.Lenoir",0.0,169.22077,9,0.688,150.59,0.0,4,0.0,"Let's Roll (Take 1)",1991
7481,"SOAPQCG12AB017AAAB",619744,"If You Want it","ARRW6DJ1187FB50A67",40.71455,"New York NY",-74.00712,"Pacha Massive",0.0,241.68444,0,0.328,140.025,0.31968685907,4,0.579,"Just Want To See Ya",2009
2046,"SOSGVRE12AB01832AC",536574,"Serie Platino","ARGHMTX1187FB456CA",nan,"",nan,"Los Indios Tabajaras",0.0,171.28444,11,0.656,128.162,0.0,4,0.305,"Sueño Salvaje",1997
3505,"SOVNTGC12AB01818F3",799312,"Ska Wey Dat","ARP23RL1187FB497FE",18.11526,"Robin's Hall Jamaica",-77.27348,"Ernest Ranglin / Floyd Lloyd",0.0,271.77751,3,0.426,127.07,0.0,1,0.0,"Sweet Lady",0
6746,"SOXTTCW12A8C1331EF",286870,"Ghost Ship","ARFZSPU1187B9B5BA9",nan,"",nan,"John Frizzell",0.0,133.19791,10,0.028,210.898,nan,4,0.31,"No Unexpected Guests",2002
8034,"SODXQLP12AB01867F0",704244,"EP","ARY7DVZ1187FB58433",nan,"",nan,"The Monroes",0.0,260.0224,1,0.235,145.941,nan,4,0.0,"Eric",0
600,"SOBDYCT12AB0183AF5",804859,"100 Love Evergreen","ARAJPHH1187FB5566A",40.7038,"Queens NY",-73.83168,"The Shangri-Las",0.0,136.01914,10,0.218,65.771,nan,4,0.648,"Remember (Walkin' In the Sand)",1964
749,"SOADJAQ12A8C13F520",258463,"Words Touch","ARJRIM91187FB3EF9A",nan,"",nan,"Paul Avgerinos",0.0,324.51873,9,0.006,91.405,nan,3,0.102,"Song Without End",2004
3887,"SOOIWMK12A6D4F6972",25267,"Everything I Love","ARGMXQW1187FB54C34",-23.56287,"Sao Paulo Brazil",-46.65466,"Eliane Elias",0.0,138.39628,10,0.636,83.219,0.259114383359,4,0.0,"The Beat Of My Heart",2000
2204,"SOLQBAW12AB0184198",463068,"Live In Concert","ARIT9Y51187FB364AE",54.49857,"Alberta Canada",-114.99993,"The Irish Rovers",0.0,192.05179,2,0.082,175.325,0.26505315794,4,0.0,"The Deep Blue Sea",0
9791,"SOPTYJX12A6701CDC6",11309,"Speed Of Sound","ARJ7KF01187B98D717",nan,"",nan,"Coldplay",0.0,295.67955,9,0.526,137.008,0.651171124429,3,0.622,"Things I Don't Understand",2005
1691,"SOXXGFN12A8C1379A1",249009,"Hattie B's Daughter","ARF3PG41187FB4B0B4",nan,"",nan,"Dorothy Norwood",0.0,287.03302,5,0.701,151.215,0.35897652644,3,1.0,"Near The Cross",0
6024,"SOPMWKF12AC961828D",599504,"Spirits In The Material World: A Reggae Tribute To The Police","ARN1SGT1187B9AC5A4",18.11526,"Jamaica",-77.27348,"Inner Circle",0.0,227.81342,0,0.783,90.018,0.0,4,0.144,"Bed's Too Big Without You",2008
8155,"SOGZZEA12AB0182864",551717,"Esperanza","ARRI5MR1187FB47CAB",nan,"",nan,"Esperanza Spalding / Leo Genovese",0.0,451.29098,1,0.653,106.187,0.569505198905,4,0.826,"If That's True",2008
8824,"SOALJHY12A8AE489F3",279463,"Love_ Peace & Harmony The Best Of Bow Wow Wow","AR4R0741187FB39AF2",51.50632,"London England",-0.12714,"Bow Wow Wow",0.0,172.79955,1,0.68,126.501,0.445454525493,1,0.0,"Love_ Peace and Harmony",0
2618,"SOTNBRQ12AC4687F85",599113,"Steppin' It Up A Notch","ARDHKHJ1187B9B62EA",31.1689,"Texas",-100.07715,"Steve Wilson",0.0,260.38812,7,0.598,100.006,0.0,4,0.116,"Your God Isn't Listening",0
9255,"SOAFAGP12A81C22CC3",131443,"Lauluja rakkaudesta","AR22KLC1187B98E812",nan,"",nan,"Kaija Koo",0.0,192.23465,0,0.712,115.671,0.458288207433,4,0.692,"Viimeiset hitaat",1995
2974,"SOUXSFR12AB018D1A4",682247,"Desperately","ARMEGHI11E2835C3C3",nan,"Madrid Spain",nan,"Barrabas",0.0,241.3971,9,0.516,131.729,nan,4,0.0,"Broadway Star",0
4100,"SOGXYDI12AB01865E9",675677,"R.andom A.cess M.oney","ARENXFQ1187B996F17",39.95227,"Philadelphia PA",-75.16237,"Ram Squad",0.0,249.36444,2,0.811,145.944,nan,4,0.679,"Dirty South",0
2685,"SOHPWKA12A8C13864B",245264,"Irresistible!","ARPLE851187B9B2B7C",nan,"",nan,"Superchumbo",0.0,673.2273,6,0.06,127.992,0.0,4,0.703,"Irresistible! (Maurel & Fauvrelle LESS Mix)",0
7203,"SOQHGND12AB018C00F",754697,"Thug Passion","AR38I491187B9B2F2D",nan,"",nan,"Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx",0.0,318.79791,9,0.007,125.827,0.253834736132,7,0.313,"Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)",2009
399,"SODNJYF12A8C135581",200284,"Don't Label Us","ARIXCFZ1187B991009",nan,"",nan,"Two Man Advantage",0.0,30.01424,2,0.0,85.804,nan,5,0.342,"Pass The Puck",0
861,"SONNXKA12AB018A294",817542,"The Sound of Dubstep","ARGF5QG1187B9AC84F",nan,"",nan,"Geiom Feat. Marita",0.0,363.38893,1,0.569,140.022,0.582344286104,4,0.387,"Reminissin'",0
8619,"SOQLEJT12A6D4F8BFE",32302,"Alle Hits","ARR9LP21187B9BA390",nan,"",nan,"Jody Bernal",0.0,192.28689,7,0.533,135.058,0.471971171794,4,0.404,"Que Si_ Que No",0
3228,"SOWRNJI12AB018C5C6",813167,"Drum Set Variations","ARZ3BA51187B998A3E",nan,"",nan,"Pheeroan Aklaff",0.0,81.91955,7,0.488,207.409,nan,3,1.0,"Oooh_ Pooh",0
7709,"SOIRKJL12A8C13A2AA",298352,"Ultimate Toni Braxton","ARAEX7Y1187FB42D36",nan,"Severn MD",nan,"Toni Braxton Featuring Babyface",0.0,240.61342,10,0.0,103.832,0.319565986883,4,0.986,"Give U My Heart",2003
1959,"SOWMWMK12A6BD4F3AC",71767,"TheBloodyTransylvaniaStreetMachine","AR0XJ291187FB45855",39.75911,"Dayton Ohio",-84.19444,"Drexel",0.0,226.32444,4,0.0,137.333,0.0,1,0.0,"Blood On The Snow",0
5410,"SOPUUCZ12AB0180B3B",443082,"Dreamer 'Remixed'","ARRCKE61187B99377F",40.88104,"Garfield NJ",-74.1148,"Janice Robinson",0.0,459.33669,7,0.634,84.655,0.265861049211,3,1.0,"Dreamer (Jamie J Sanchez Club Mix)",0
1333,"SOWWAKW12A8C13B507",303611,"Hardliner","AR4BJFD1187FB43082",nan,"",nan,"Django Asül",0.0,182.04689,5,0.0,115.024,nan,1,0.0,"Pränatalabhärtung",2004
8782,"SOXIGHC12AB0188CE2",813166,"Twist Again au Ciné_ Vol. 1 (Bandes originales de films)","AR02DB61187B9A0B5E",nan,"",nan,"Annie Philippe",0.0,167.73179,6,0.252,109.1,0.423306777392,4,0.0,"La Blonde de Pékin",0
5885,"SOYTSKQ12A8C1373B4",93181,"Jukebox Hits 1940-1951","AR4UJ7O1187B994010",34.30246,"Darlington SC",-79.87162,"Buddy Johnson",0.0,140.01587,0,0.012,72.74,0.501726081745,7,1.0,"Did You See Jackie Robinson Hit That Ball?",2005
8000,"SOBNDJL12AB01806C3",463653,"Riddim Driven: Caribbean Style","ARTTFAQ1187B98E4FA",nan,"",nan,"Kiprich",0.0,186.17424,2,0.389,101.214,nan,4,1.0,"Hot Girls",0
8321,"SOTGHKM12A8C13C67C",303281,"The Best Of","AR0QT3O1187FB56860",53.34376,"Dublin Ireland",-6.24953,"Ronnie Drew",0.0,194.97751,7,0.839,117.939,0.266955186276,4,0.812,"The Ballad Of St. Anne's Reel",0
3315,"SOHMZNL12A58A8001A",319809,"OverTime","AR0BV7E1187FB386C1",nan,"Hollywood CA",nan,"Lee Ritenour",0.0,274.72934,0,0.681,164.594,0.598989557981,4,0.892,"Is It You?",1979
1292,"SOVGIQD12A6701F668",6839,"Street Dreams","AR3FE581187FB3F90A",nan,"Brooklyn NY",nan,"Fabolous",0.0,283.61098,9,0.1,85.897,0.80293287517,4,1.0,"Change You or Change Me (Amended Version)",2003
6727,"SOQOTLQ12AB01868D0",726003,"Il meglio di Gloriana","ARGCY1Y1187B9A4FA5",36.16778,"Nashville TN.",-86.77836,"Gloriana",0.0,153.33832,2,0.573,143.601,nan,1,0.0,"Clementina Santafè",0
7809,"SOQBWFW12A8C139512",160831,"Bach in Brazil","ARG5OIV1187B99329D",nan,"",nan,"Camerata Brasil",0.0,282.3571,5,0.247,179.803,0.205174901321,4,0.0,"Italian Concerto in F_ BWV 971 - Allegro",0
3236,"SOHRBUD12A8C13A769",300000,"De Nadie","ARUK0W21187B995456",nan,"",nan,"Isabel Pantoja",0.0,317.36118,2,1.0,163.922,0.239629097774,4,0.7,"Porque Me Gusta A Morir",1993
7124,"SOXFQVO12AC3DF99ED",776714,"Huraratelyart","ARS5Z5P1187FB3F325",43.7427,"Michigan",-84.62167,"Sex Machine",0.0,148.47955,0,0.764,170.167,0.0,4,0.044,"We Wanna Change Our Band Name",0
1155,"SOQHYAX12CF530D50C",685053,"Christmasville","ARNLE621187B98ECB5",41.26069,"Omaha NE",-95.93995,"Mannheim Steamroller",0.0,149.89016,7,0.639,154.695,nan,4,0.297,"(Everybody's Waiting For) The Man With the Bag",2008
3194,"SOVFRDB12AB017FF3A",293515,"Amerikaz Nightmare","AREV2491187B9B017E",nan,"Queensbridge NY",nan,"Mobb Deep",0.0,224.62649,6,0.113,103.433,0.662826892744,4,1.0,"Got It Twisted",2004
7796,"SONEIYL12AB0180FE4",639325,"Ann Nesby's Soulful Christmas","ARX2R5A1187FB5B85B",33.74831,"Joliet IL &amp; Atlanta GA",-84.39111,"Ann Nesby",0.0,230.79138,0,0.633,107.466,nan,4,0.644,"I'm Going All The Way (Album)",0
9465,"SOAPDWC12AC468BB3B",783787,"GetDarker Presents THIS IS DUBSTEP 2","ARNBIUE1187FB3E846",51.50632,"London United Kingdom",-0.12714,"Benga",0.0,277.55057,11,0.015,87.468,0.583748834896,5,1.0,"The Future",2006
6379,"SOYPZAE12A81C1FDC3",273881,"Satanica","AR1OBRC1187FB59AD4",nan,"POLAND",nan,"Behemoth",0.0,321.48853,2,0.593,156.261,0.611050049949,4,0.435,"Chant For Eschaton 2000",1999
1308,"SOWAJLC12A8AE46C42",138469,"Dans Ma Radio","ARIN9J01187B98BCC0",nan,"",nan,"Ramses",0.0,214.41261,5,0.685,76.549,nan,3,0.603,"Les Rats",0
67,"SOFIBPT12A6D4F65E1",479746,"Lost And Found","AR6CLFP1187B9ACB94",nan,"Sacramento CA",nan,"Daniel Johnston",0.0,130.55955,4,0.557,133.142,0.460484844986,4,0.807,"Rock Around The Christmas Tree",2006
5530,"SOHBATX12A8C14009F",305368,"Trouble Boys","ARVAE6W1187FB3CAF3",nan,"",nan,"The Refreshments",0.0,184.5024,7,0.557,169.943,0.0,1,0.0,"Here we are",0
2031,"SOVAHWF12A81C23457",232116,"French Canadian Irish And Scottish Fiddle Music","AR8365R1187FB5997B",nan,"",nan,"Jean Carnigan",0.0,177.47546,2,0.545,185.598,nan,4,0.0,"Irish Medley - Jigs",0
